NUM_DOC;LABEL_DOC;SITE_LOCATION;STOCK_LOCATION;DATE;STATUS_DOC;CODE_ARTICLE;EXPECTED_QUANTITY_LINE;COUNTED_QUANTITY_LINE;GAP_QUANTITY_LINE;STATUS_LINE;FAMILY
FAI000000002855;SWR VL PODIUM FC- 190526;30104;30104_L2;20260520 08:05:07;CONFIRMED;030717541586;1;1;0;COUNTED_ON_SECTOR;4533
FAI000000002855;SWR VL PODIUM FC- 190526;30104;30104_L2;20260520 08:05:07;CONFIRMED;030717541587;2;2;0;COUNTED_ON_SECTOR;4533
FAI000000002855;SWR VL PODIUM FC- 190526;30104;30104_L2;20260520 08:05:07;CONFIRMED;030717541588;2;2;0;COUNTED_ON_SECTOR;4533
FAI000000002855;SWR VL PODIUM FC- 190526;30104;30104_L2;20260520 08:05:07;CONFIRMED;030717541596;2;2;0;COUNTED_ON_SECTOR;6688
FAI000000002855;SWR VL PODIUM FC- 190526;30104;30104_L2;20260520 08:05:07;CONFIRMED;030717541597;1;1;0;COUNTED_ON_SECTOR;6688
FAI000000002855;SWR VL PODIUM FC- 190526;30104;30104_L2;20260520 08:05:07;CONFIRMED;030717541600;1;1;0;COUNTED_ON_SECTOR;6688
FAI000000002855;SWR VL PODIUM FC- 190526;30104;30104_L2;20260520 08:05:07;CONFIRMED;030717541602;1;1;0;COUNTED_ON_SECTOR;6688
FAI000000002855;SWR VL PODIUM FC- 190526;30104;30104_L2;20260520 08:05:07;CONFIRMED;030717541607;2;2;0;COUNTED_ON_SECTOR;4533
FAI000000002855;SWR VL PODIUM FC- 190526;30104;30104_L2;20260520 08:05:07;CONFIRMED;030717541608;2;2;0;COUNTED_ON_SECTOR;6033
FAI000000002855;SWR VL PODIUM FC- 190526;30104;30104_L2;20260520 08:05:07;CONFIRMED;030717541609;2;2;0;COUNTED_ON_SECTOR;4533
FAI000000002855;SWR VL PODIUM FC- 190526;30104;30104_L2;20260520 08:05:07;CONFIRMED;030717541610;1;1;0;COUNTED_ON_SECTOR;4533
FAI000000002855;SWR VL PODIUM FC- 190526;30104;30104_L2;20260520 08:05:07;CONFIRMED;030717541616;1;1;0;COUNTED_ON_SECTOR;6688
FAI000000002855;SWR VL PODIUM FC- 190526;30104;30104_L2;20260520 08:05:07;CONFIRMED;030717541620;1;1;0;COUNTED_ON_SECTOR;6688
FAI000000002855;SWR VL PODIUM FC- 190526;30104;30104_L2;20260520 08:05:07;CONFIRMED;030717541621;2;2;0;COUNTED_ON_SECTOR;6688
FAI000000002855;SWR VL PODIUM FC- 190526;30104;30104_L2;20260520 08:05:07;CONFIRMED;030717541622;1;1;0;COUNTED_ON_SECTOR;6688
FAI000000002855;SWR VL PODIUM FC- 190526;30104;30104_L2;20260520 08:05:07;CONFIRMED;030717541625;2;2;0;COUNTED_ON_SECTOR;6033
FAI000000002855;SWR VL PODIUM FC- 190526;30104;30104_L2;20260520 08:05:07;CONFIRMED;030717541632;2;2;0;COUNTED_ON_SECTOR;4137
FAI000000002855;SWR VL PODIUM FC- 190526;30104;30104_L2;20260520 08:05:07;CONFIRMED;030717541634;3;3;0;COUNTED_ON_SECTOR;4137
FAI000000002855;SWR VL PODIUM FC- 190526;30104;30104_L2;20260520 08:05:07;CONFIRMED;030717541635;1;1;0;COUNTED_ON_SECTOR;4137
FAI000000002855;SWR VL PODIUM FC- 190526;30104;30104_L2;20260520 08:05:07;CONFIRMED;030717541640;1;1;0;COUNTED_ON_SECTOR;6033
FAI000000002855;SWR VL PODIUM FC- 190526;30104;30104_L2;20260520 08:05:07;CONFIRMED;030717541642;2;2;0;COUNTED_ON_SECTOR;4533
FAI000000002855;SWR VL PODIUM FC- 190526;30104;30104_L2;20260520 08:05:07;CONFIRMED;030717541643;1;1;0;COUNTED_ON_SECTOR;4533
FAI000000002855;SWR VL PODIUM FC- 190526;30104;30104_L2;20260520 08:05:07;CONFIRMED;030717541644;2;2;0;COUNTED_ON_SECTOR;4533
FAI000000002855;SWR VL PODIUM FC- 190526;30104;30104_L2;20260520 08:05:07;CONFIRMED;030717541646;1;1;0;COUNTED_ON_SECTOR;4533
FAI000000002855;SWR VL PODIUM FC- 190526;30104;30104_L2;20260520 08:05:07;CONFIRMED;030717541647;2;2;0;COUNTED_ON_SECTOR;4533
FAI000000002855;SWR VL PODIUM FC- 190526;30104;30104_L2;20260520 08:05:07;CONFIRMED;030717541648;2;2;0;COUNTED_ON_SECTOR;6033
FAI000000002855;SWR VL PODIUM FC- 190526;30104;30104_L2;20260520 08:05:07;CONFIRMED;030717678026;3;3;0;COUNTED_WEB;4624
FAI000000002855;SWR VL PODIUM FC- 190526;30104;30104_L2;20260520 08:05:07;CONFIRMED;030717678028;1;1;0;COUNTED_WEB;4624
FAI000000002855;SWR VL PODIUM FC- 190526;30104;30104_L2;20260520 08:05:07;CONFIRMED;030717678033;-4;0;4;NOT_COUNT;6622
