LOC,ITEM,DEPT,DEPT_NAME,CLASS,CLASS_NAME,SUBCLASS,SUB_NAME,ITEM_DESC,AV_COST,SELLING_UNIT_RETAIL,CURRENCY_CODE,UDA_VALUE,ITEM_LOC_STATUS,SIZE,BARCODE
001,020412437753,9801,SKINCARE,1988,OCC:L'OCCITANE,6929,TONERS,27DL200I13US:IM DIVINE LOTION 200ML,99.6,249,QAR,204,C,,3253581290521
001,020412437754,9801,SKINCARE,1988,OCC:L'OCCITANE,4552,EYE CREAMS,27DE015I13US:IM DIVINE EYE 15ML,130,325,QAR,204,A,,3253581290545
001,020412437755,9801,SKINCARE,1988,OCC:L'OCCITANE,4508,DAY CREAMS,27DC050I13US:DIVINE CREAM 50ML,197.99,495,QAR,204,A,,3253581290514
001,020412452720,9828,TOILETRIES,1988,OCC:L'OCCITANE,3991,BATH & BODY,01LC075K15:SHB UR BODY LOTION 75ML,22.0001,55,QAR,204,A,,3253581343593
001,020412452728,9828,TOILETRIES,1988,OCC:L'OCCITANE,4634,HAND & FOOT CARE,12MA030NO:NEROLI ORCHID HAND CREAM 30ML,19.6,49,QAR,204,A,,3253581330401
001,020412452730,9843,AMBIENT SCENTS,1988,OCC:L'OCCITANE,4153,CANDLES,15BG100VB14:VERBENA CANDLE 100G,50,125,QAR,204,C,,3253581347034
001,020412452731,9828,TOILETRIES,1988,OCC:L'OCCITANE,3991,BATH & BODY,15LC250L14:LAVENDER BODY LOTION 250 ML,60.196,155,QAR,204,A,,3253581308103
001,020412452733,9828,TOILETRIES,1988,OCC:L'OCCITANE,6754,SHAVING,20AR030CD15:CEDRAT AFTER SHAVE 30ML,26,65,QAR,204,A,,3253581329955
001,020412452734,9828,TOILETRIES,1988,OCC:L'OCCITANE,6754,SHAVING,20AR075CD15:CEDRAT AFTER SHAVE 75ML,63.6,159,QAR,204,A,,3253581329962
001,020412452737,9801,SKINCARE,1988,OCC:L'OCCITANE,4344,CLEANSERS,20GH050CD15:CEDRAT GLOBAL FACE GEL 50ML,70,175,QAR,204,C,,3253581329948
001,020412452738,9828,TOILETRIES,1988,OCC:L'OCCITANE,3991,BATH & BODY,20SA100CD15:CEDRAT SOAP RSPO 100G,11.6,35,QAR,204,A,,3253581332054
001,020412452739,9828,TOILETRIES,1988,OCC:L'OCCITANE,3991,BATH & BODY,24GD075CB5:CH BLOSSOM SHOWER GEL 75ML,13.9995,32,QAR,204,A,,3253581345177
001,020412463508,9850,HAIR CARE,1988,OCC:L'OCCITANE,4627,HAIR & SCALP TREATMENTS,17SE125D15:ARO FORCE SCALP ESSENCE 125ML,55.6,135,QAR,204,A,,3253581335604
001,020412463510,9850,HAIR CARE,1988,OCC:L'OCCITANE,6753,SHAMPOO,17SH300D15:ARO FORCE SHAMPOO 300ML,46,115,QAR,204,A,,3253581334980
001,020412463511,9801,SKINCARE,1988,OCC:L'OCCITANE,4344,CLEANSERS,20NV150CD15:CEDRAT FACE CLEANSER 150ML,39.6,99,QAR,204,C,,3253581329016
001,020412463512,9828,TOILETRIES,1988,OCC:L'OCCITANE,3991,BATH & BODY,29EC200A13:ALM DELICIOUS PASTE 200ML,78,199,QAR,204,A,,3253581287262
001,020412463515,9828,TOILETRIES,1988,OCC:L'OCCITANE,3991,BATH & BODY,49LC020A15:ALM MILK CONCENTRATE 20ML,6.86,30,QAR,204,A,,3253581333594
001,020412463518,9834,PLV,1988,OCC:L'OCCITANE,6722,SAMPLES,52CP0015P15:PEO SP PERFECT CREAM 1.5ML 50,0,0,QAR,204,C,,3253581344019
001,020412463521,9834,PLV,1988,OCC:L'OCCITANE,6722,SAMPLES,52SP001P15:PEO SP PERFECT SERUM 1ML 50,0,0,QAR,204,C,,3253581344026
001,020412472957,9828,TOILETRIES,1988,OCC:L'OCCITANE,3991,BATH & BODY,17SB100D15:ARO REBALAN INFUSIO BATH 5X20G,50,125,QAR,204,C,,3253581358733
001,020412472958,9828,TOILETRIES,1988,OCC:L'OCCITANE,6754,SHAVING,20GR150CD15:CEDRAT SHAVING GEL 150ML,38,95,QAR,204,C,,3253581328996
001,020412472960,9828,TOILETRIES,1988,OCC:L'OCCITANE,3991,BATH & BODY,24GD075P15:PIVOINE FLORA SHOWER GEL 75ML,11.6,35,QAR,204,A,,3253581337035
001,020412472961,9828,TOILETRIES,1988,OCC:L'OCCITANE,3991,BATH & BODY,24GD250P15:PIVOINE FLORA SHOWER GEL 250ML,38,95,QAR,204,C,,3253581337073
001,020412472963,9828,TOILETRIES,1988,OCC:L'OCCITANE,3991,BATH & BODY,24LC075CB5:CH BLOSSOM BODY MILK 75ML,19.6,55,QAR,204,A,,3253581345184
001,020412472965,9828,TOILETRIES,1988,OCC:L'OCCITANE,3991,BATH & BODY,24LC075R15:75ML ROSES ET REINES BODY MILK,19.6,49,QAR,204,C,,3253581344835
001,020412472966,9828,TOILETRIES,1988,OCC:L'OCCITANE,4634,HAND & FOOT CARE,24MA030P15:PIVOINE FLORA HAND CREAM 30ML,19.5999,49,QAR,204,A,,3253581337059
001,020412472973,9801,SKINCARE,1988,OCC:L'OCCITANE,4508,DAY CREAMS,49CP008P15:PEO GWP PERFECTING CREAM 8ML,15.5998,39,QAR,204,A,,3253581343999
001,020412472974,9813,FRAGRANCES,1988,OCC:L'OCCITANE,4538,EAU DE TOILETTE,49ET005P15:PIVOINE FLORA MINI EDT 5ML,13.2001,35,QAR,204,A,,3253581342855
001,020412472977,9828,TOILETRIES,1988,OCC:L'OCCITANE,4634,HAND & FOOT CARE,49MA010P15:PIVOINE FLORA HAND CREAM 10ML,6.0001,15,QAR,204,A,,3253581342848
001,020415564190,9834,PLV,1988,OCC:L'OCCITANE,6977,WRAPPING MATERIALS,52SMBBNO21:2021 HOLIDAY SMALL BOX 1,0,.01,QAR,204,A,,3253581859124
001,020415564191,9834,PLV,1988,OCC:L'OCCITANE,6977,WRAPPING MATERIALS,52SMBPNO21:2021 HOLIDAY SMALL BOX 2,0,.01,QAR,204,A,,3253581859131
001,020415564192,9834,PLV,1988,OCC:L'OCCITANE,6977,WRAPPING MATERIALS,52STINO21:2021 HOLIDAY STICKER X300,0,.01,QAR,204,A,,3253581859452
001,020415564193,9834,PLV,1988,OCC:L'OCCITANE,6977,WRAPPING MATERIALS,52WRAPNO21:2021 HOLIDAY WRAPPING PAPER,0,.01,QAR,204,A,,3253581859469
001,020415564194,9834,PLV,1988,OCC:L'OCCITANE,4524,DISPLAY MATERIALS,54VMHOLIDAY21:VM KIT HOLIDAY 2021,0,.01,QAR,204,A,,3253581860656
001,020415564195,9850,HAIR CARE,1988,OCC:L'OCCITANE,3903,AFTER SHAMPOO,98BBAS035VA0:CITRUS VERB CONDITIONER 35ML,1.2968,15,QAR,204,A,,3253581663509
001,020415564199,9828,TOILETRIES,1988,OCC:L'OCCITANE,3991,BATH & BODY,98BBHD075A2:ALMOND SHOWER OIL 75ML,15.6001,39,QAR,204,A,,3253581657645
001,020415564202,9828,TOILETRIES,1988,OCC:L'OCCITANE,3991,BATH & BODY,98BBSA025LT2:SHEA MILK SOAP 25GR RSPO MB,4,15,QAR,204,A,,3253581717714
001,020415564203,9828,TOILETRIES,1988,OCC:L'OCCITANE,3991,BATH & BODY,98BBSA025VE3:VERBENA SOAP 25GR RSPO MB,6,15,QAR,204,A,,3253581717745
001,020415564205,9850,HAIR CARE,1988,OCC:L'OCCITANE,6753,SHAMPOO,98BBSH035VA0:CITRUS VERB SHAMPOO 35ML,1.2968,15,QAR,204,A,,3253581663516
001,020415564338,9815,BEAUTY SET,1988,OCC:L'OCCITANE,3997,BEAUTY SET,29ALMIVS221:IRRESISTABLE ALMOND COLLECTION 2021 V2,159.6,399,QAR,204,A,,020425564338
001,020415583951,9828,TOILETRIES,1988,OCC:L'OCCITANE,6749,SET,10HC6SET21H:HAND CREAM SEASON SET 2021,95.6,239,QAR,204,A,,020425583951
001,020415583956,9828,TOILETRIES,1988,OCC:L'OCCITANE,6749,SET,10HCSTR21H:HAND CREAM SEASON TRIO 2021,47.6,119,QAR,204,A,,020425583956
001,020415583959,9850,HAIR CARE,1988,OCC:L'OCCITANE,6749,SET,17HCKTO21:HAIRCARE ORNAMENT SEASON 2021,27.6,69,QAR,204,A,,020425583959
001,020415583976,9815,BEAUTY SET,1988,OCC:L'OCCITANE,3997,BEAUTY SET,01HSSBS2321:SHEA BUTTER CLASSIC SEASON'S SET 2021,135.6,339,QAR,204,A,,020425583976
001,020415583977,9815,BEAUTY SET,1988,OCC:L'OCCITANE,3997,BEAUTY SET,01HSSBS221:SHEA BUTTER GREEN SEASON'S SET 2021,106,265,QAR,204,A,,020425583977
001,020415583978,9801,SKINCARE,1988,OCC:L'OCCITANE,6749,SET,10DIVFCS21:DIVINE FOAMING CLEANSER KIT 2021,271.6,679,QAR,204,A,,020425583978
001,020415584028,9801,SKINCARE,1988,OCC:L'OCCITANE,6749,SET,10PREFCS21:PRECIOUS FOAMING CLEANSER KIT 2021,219.6,549,QAR,204,A,,020425584028
001,020415584074,9801,SKINCARE,1988,OCC:L'OCCITANE,6749,SET,10AQUFCS21:AQUA REOTIER FOAMING CLEANSER KIT 2021,175.6,439,QAR,204,A,,020425584074
001,020415584075,9801,SKINCARE,1988,OCC:L'OCCITANE,6749,SET,10DIVFGS21:DIVINE FOAMING GEL KIT 2021,271.6,679,QAR,204,A,,020425584075
001,020415584076,9801,SKINCARE,1988,OCC:L'OCCITANE,6749,SET,10PREFGS21:PRECIOUS FOAMING GEL KIT 2021,219.6,549,QAR,204,A,,020425584076
001,020415584077,9801,SKINCARE,1988,OCC:L'OCCITANE,6749,SET,10SHBFGS21:SHEA BUTTER FOAMING GEL KIT 2021,175.6,439,QAR,204,A,,020425584077
001,020415584078,9801,SKINCARE,1988,OCC:L'OCCITANE,6749,SET,10AQUFGS21:AQUA REOTIER FOAMING GEL KIT 2021,175.6,439,QAR,204,A,,020425584078
001,020415584079,9815,BEAUTY SET,1988,OCC:L'OCCITANE,3997,BEAUTY SET,01CSRBOX21:L'OCCITANE COMMITMENTS BOX 2021,39.6,99,QAR,204,A,,020425584079
001,020415584080,9815,BEAUTY SET,1988,OCC:L'OCCITANE,3997,BEAUTY SET,20FOUSET21:BOIS FLOTTE PREMIUM KIT,139.6,349,QAR,204,A,,020425584080
001,020415584081,9801,SKINCARE,1988,OCC:L'OCCITANE,6749,SET,10SHBFCS21:SHEA BUTTER FOAMING CLEANSER KIT 2021,175.6,439,QAR,204,A,,020425584081
001,020415584393,9801,SKINCARE,1988,OCC:L'OCCITANE,5647,LIP BALMS/FILLERS/MOISTURISER,01BL012C21H:SHEA JP SCENT LIP BALM 12ML,21.9999,55,QAR,204,A,,3253581750537
001,020415584395,9828,TOILETRIES,1988,OCC:L'OCCITANE,4634,HAND & FOOT CARE,01MA030C21H:SHEA JP SCENT HAND CREAM 30ML,19.6,49,QAR,204,A,,3253581750506
001,020415584397,9834,PLV,1988,OCC:L'OCCITANE,6640,PROMOTIONAL MATERIALS,49CHALM21:2021 HOLIDAY ALMOND ORNAMENT,0,.01,QAR,204,A,,3253581859889
001,020415584402,9834,PLV,1988,OCC:L'OCCITANE,6977,WRAPPING MATERIALS,52CARDNO21:2021 HOLIDAY CARDS X50,0,.01,QAR,204,A,,3253581859315
001,020415584403,9834,PLV,1988,OCC:L'OCCITANE,6977,WRAPPING MATERIALS,52HK2NO21:2021 HOLIDAY HUGS & KISSES 2,0,.01,QAR,204,A,,3253581860311
001,020415584406,9834,PLV,1988,OCC:L'OCCITANE,6757,SHOPPING BAGS,52MMBANO21:2021 HOLIDAY MEDIUM BAG,0,.01,QAR,204,A,,3253581859254
001,020415584407,9834,PLV,1988,OCC:L'OCCITANE,6977,WRAPPING MATERIALS,52MMSANO21:2021 HOLIDAY MEDIUM SACHET,0,.01,QAR,204,A,,3253581859377
001,020415584408,9834,PLV,1988,OCC:L'OCCITANE,6977,WRAPPING MATERIALS,52RSTBOMINO21:2021 HOLIDAY RESET BOX,0,.01,QAR,204,A,,3253581859605
001,020415584410,9834,PLV,1988,OCC:L'OCCITANE,6977,WRAPPING MATERIALS,52TFRNO21:2021 HOLIDAY MINIATURE KIT,0,.01,QAR,204,A,,3253581859520
